n,Ko,E,T,K
4,1523572890642.43,240,953,0.110945142696865
3,1690280103365.52,240,953,0.105314110437751
7,6.83E+16,241,953,4.37E+03
6,8.28E+16,241,953,5.29E+03
5,10866680056683700,241,953,694.620586544089
4,1735631498525.1,241,953,0.110945142696865
3,1925541867244.98,241,953,0.105314110437751
7,7.78E+16,242,953,4.37E+03
6,9.43E+16,242,953,5.29E+03
5,12379159741298700,242,953,694.620586544089
4,1977205499765.92,242,953,0.110945142696865
3,2193548557502.9,242,953,0.105314110437751
7,8.86E+16,243,953,4.37E+03
6,1.07E+17,243,953,5.29E+03
5,14102154025077300,243,953,694.620586544089
4,2252402996619.2,243,953,0.110945142696865
3,2498857779190.97,243,953,0.105314110437751
7,1.01E+17,244,953,4.37E+03
6,1.22E+17,244,953,5.29E+03
5,16064963398407500,244,953,694.620586544089
4,2565903877861.85,244,953,0.110945142696865
3,2846661487964.34,244,953,0.105314110437751
7,1.15E+17,245,953,4.37E+03
6,1.39E+17,245,953,5.29E+03
5,18300966542645600,245,953,694.620586544089
4,2923039402943.74,245,953,0.110945142696865
3,3242874282218.24,245,953,0.105314110437751
7,1.31E+17,246,953,4.37E+03
6,1.59E+17,246,953,5.29E+03
5,20848187953433500,246,953,694.620586544089
4,3329882863064.01,246,953,0.110945142696865
3,3694233984172.32,246,953,0.105314110437751
7,1.49E+17,247,953,4.37E+03
6,1.81E+17,247,953,5.29E+03
5,23749944568712600,247,953,694.620586544089
4,3793352860916.22,247,953,0.110945142696865
3,4208416220340.96,247,953,0.105314110437751
7,1.70E+17,248,953,4.37E+03
6,2.06E+17,248,953,5.29E+03
5,27055582397702800,248,953,694.620586544089
4,4321330965432.4,248,953,0.110945142696865
3,4794164949894.71,248,953,0.105314110437751
7,1.94E+17,249,953,4.37E+03
6,2.35E+17,249,953,5.29E+03
5,30821315677646100,249,953,694.620586544089
4,4922795742311.86,249,953,0.110945142696865
3,5461441160621.88,249,953,0.105314110437751
7,2.21E+17,250,953,4.37E+03
6,2.67E+17,250,953,5.29E+03
5,35111182828641300,250,953,694.620586544089
4,5607975439599.05,250,953,0.110945142696865
3,6221592261148.63,250,953,0.105314110437751
7,5.25E+16,240,953,3.82E+03
6,21024901727275000,240,953,1531.01353840472
5,2584411624298220,240,953,188.194419975723
4,1523572890642.43,240,953,0.110945142696865
3,1690280103365.52,240,953,0.105314110437751
7,5.98E+16,241,953,3.82E+03
6,23951254262515900,241,953,1531.01353840472
5,2944123151466020,241,953,188.194419975723
4,1735631498525.1,241,953,0.110945142696865
3,1925541867244.98,241,953,0.105314110437751
7,6.81E+16,242,953,3.82E+03
6,27284911396446200,242,953,1531.01353840472
5,3353901154717160,242,953,188.194419975723
4,1977205499765.92,242,953,0.110945142696865
3,2193548557502.9,242,953,0.105314110437751
7,7.76E+16,243,953,3.82E+03
6,31082563850404300,243,953,1531.01353840472
5,3820714140307560,243,953,188.194419975723
4,2252402996619.2,243,953,0.110945142696865
3,2498857779190.97,243,953,0.105314110437751
7,8.84E+16,244,953,3.82E+03
6,35408792848060800,244,953,1531.01353840472
5,4352500526562830,244,953,188.194419975723
4,2565903877861.85,244,953,0.110945142696865
3,2846661487964.34,244,953,0.105314110437751
7,1.01E+17,245,953,3.82E+03
6,40337168355582200,245,953,1531.01353840472
5,4958303641162950,245,953,188.194419975723
4,2923039402943.74,245,953,0.110945142696865
3,3242874282218.24,245,953,0.105314110437751
7,1.15E+17,246,953,3.82E+03
6,45951500180432600,246,953,1531.01353840472
5,5648425508034170,246,953,188.194419975723
4,3329882863064.01,246,953,0.110945142696865
3,3694233984172.32,246,953,0.105314110437751
7,1.31E+17,247,953,3.82E+03
6,52347263204461100,247,953,1531.01353840472
5,6434602039081300,247,953,188.194419975723
4,3793352860916.22,247,953,0.110945142696865
3,4208416220340.96,247,953,0.105314110437751
7,1.49E+17,248,953,3.82E+03
6,59633220988157800,248,953,1531.01353840472
5,7330202609994040,248,953,188.194419975723
4,4321330965432.4,248,953,0.110945142696865
3,4794164949894.71,248,953,0.105314110437751
7,1.70E+17,249,953,3.82E+03
6,67933275356397300,249,953,1531.01353840472
5,8350457414027580,249,953,188.194419975723
4,4922795742311.86,249,953,0.110945142696865
3,5461441160621.88,249,953,0.105314110437751
7,1.93E+17,250,953,3.82E+03
6,77388573418909400,250,953,1531.01353840472
5,9512716460035870,250,953,188.194419975723
4,5607975439599.05,250,953,0.110945142696865
3,6221592261148.63,250,953,0.105314110437751
7,9.40E+16,240,953,6.84E+03
6,3.33E+17,240,953,2.42E+04
5,15739803688783300,240,953,1146.1576777835
4,1523572890642.43,240,953,0.110945142696865
3,1690280103365.52,240,953,0.105314110437751
7,1.07E+17,241,953,6.84E+03
6,3.79E+17,241,953,2.42E+04
5,17930549454273000,241,953,1146.1576777835
4,1735631498525.1,241,953,0.110945142696865
3,1925541867244.98,241,953,0.105314110437751
7,1.22E+17,242,953,6.84E+03
6,4.32E+17,242,953,2.42E+04
5,20426214334632700,242,953,1146.1576777835
4,1977205499765.92,242,953,0.110945142696865
3,2193548557502.9,242,953,0.105314110437751
7,1.39E+17,243,953,6.84E+03
6,4.92E+17,243,953,2.42E+04
5,23269238519900800,243,953,1146.1576777835
4,2252402996619.2,243,953,0.110945142696865
3,2498857779190.97,243,953,0.105314110437751
7,1.58E+17,244,953,6.84E+03
6,5.60E+17,244,953,2.42E+04
5,26507969241172100,244,953,1146.1576777835
4,2565903877861.85,244,953,0.110945142696865
3,2846661487964.34,244,953,0.105314110437751
7,1.80E+17,245,953,6.84E+03
6,6.39E+17,245,953,2.42E+04
5,30197482942554200,245,953,1146.1576777835
4,2923039402943.74,245,953,0.110945142696865
3,3242874282218.24,245,953,0.105314110437751
7,2.05E+17,246,953,6.84E+03
6,7.27E+17,246,953,2.42E+04
5,34400521887188000,246,953,1146.1576777835
4,3329882863064.01,246,953,0.110945142696865
3,3694233984172.32,246,953,0.105314110437751
7,2.34E+17,247,953,6.84E+03
6,8.29E+17,247,953,2.42E+04
5,39188561124850300,247,953,1146.1576777835
4,3793352860916.22,247,953,0.110945142696865
3,4208416220340.96,247,953,0.105314110437751
7,2.67E+17,248,953,6.84E+03
6,9.44E+17,248,953,2.42E+04
5,44643023965519700,248,953,1146.1576777835
4,4321330965432.4,248,953,0.110945142696865
3,4794164949894.71,248,953,0.105314110437751
7,3.04E+17,249,953,6.84E+03
6,1.08E+18,249,953,2.42E+04
5,50856666628726200,249,953,1146.1576777835
4,4922795742311.86,249,953,0.110945142696865
3,5461441160621.88,249,953,0.105314110437751
7,3.46E+17,250,953,6.84E+03
6,1.23E+18,250,953,2.42E+04
5,57935155615421700,250,953,1146.1576777835
4,5607975439599.05,250,953,0.110945142696865
3,6221592261148.63,250,953,0.105314110437751
7,42510917635614700,240,953,3034.59429086529
6,121697001312016000,240,953,8191.46594568958
5,1278363487605240,240,953,89.2885887153194
4,1523572890642.43,240,953,0.110945142696865
3,1690280103365.52,240,953,0.105314110437751
7,48427802918222900,241,953,3034.59429086529
6,138635407633252000,241,953,8191.46594568958
5,1456292606201780,241,953,89.2885887153194
4,1735631498525.1,241,953,0.110945142696865
3,1925541867244.98,241,953,0.105314110437751
7,55168230325883300,242,953,3034.59429086529
6,157931387317924000,242,953,8191.46594568958
5,1658986802611880,242,953,89.2885887153194
4,1977205499765.92,242,953,0.110945142696865
3,2193548557502.9,242,953,0.105314110437751
7,62846824631485600,243,953,3034.59429086529
6,179913079392726000,243,953,8191.46594568958
5,1889893006061880,243,953,89.2885887153194
4,2252402996619.2,243,953,0.110945142696865
3,2498857779190.97,243,953,0.105314110437751
7,71594164665594000,244,953,3034.59429086529
6,204954294939569000,244,953,8191.46594568958
5,2152937906882920,244,953,89.2885887153194
4,2565903877861.85,244,953,0.110945142696865
3,2846661487964.34,244,953,0.105314110437751
7,81559003883169400,245,953,3034.59429086529
6,233480873964044000,245,953,8191.46594568958
5,2452594732096520,245,953,89.2885887153194
4,2923039402943.74,245,953,0.110945142696865
3,3242874282218.24,245,953,0.105314110437751
7,92910800000038200,246,953,3034.59429086529
6,265977927045085000,246,953,8191.46594568958
5,2793959315165090,246,953,89.2885887153194
4,3329882863064.01,246,953,0.110945142696865
3,3694233984172.32,246,953,0.105314110437751
7,105842596717008000,247,953,3034.59429086529
6,302998084914209000,247,953,8191.46594568958
5,3182836753516540,247,953,89.2885887153194
4,3793352860916.22,247,953,0.110945142696865
3,4208416220340.96,247,953,0.105314110437751
7,120574306536963000,248,953,3034.59429086529
6,345170896253040000,248,953,8191.46594568958
5,3625840127502740,248,953,89.2885887153194
4,4321330965432.4,248,953,0.110945142696865
3,4794164949894.71,248,953,0.105314110437751
7,137356450501119000,249,953,3034.59429086529
6,393213533524019000,249,953,8191.46594568958
5,4130502959563970,249,953,89.2885887153194
4,4922795742311.86,249,953,0.110945142696865
3,5461441160621.88,249,953,0.105314110437751
7,156474418440736000,250,953,3034.59429086529
6,447942988892949000,250,953,8191.46594568958
5,4705407326030500,250,953,89.2885887153194
4,5607975439599.05,250,953,0.110945142696865
3,6221592261148.63,250,953,0.105314110437751
7,1.65E+17,249.709999999987,953,3.39E+03
6,96512343814826500,249.709999999987,953,1982.88439936341
5,9223409863547740,249.709999999987,953,189.498615456418
4,5400000000000,249.71,953,0.110945142696865
3,42300000000,211.699999999999,953,0.105314110437751
7,1.88E+17,249.709999999987,953,3.87E+03
6,68742898218637800,249.709999999987,953,1412.35012079174
5,8426930853577480,249.709999999987,953,173.134638157093
4,5400000000000,249.71,953,0.110945142696865
3,42300000000,211.699999999999,953,0.105314110437751
7,2.12E+17,249.709999999987,953,4.37E+03
6,2.58E+17,249.709999999987,953,5.29E+03
5,33809061633104800,249.709999999987,953,694.620586544089
4,5400000000000,249.71,953,0.110945142696865
3,42300000000,211.699999999999,953,0.105314110437751
7,1.86E+17,249.709999999987,953,3.82E+03
6,74518567522699700,249.709999999987,953,1531.01353840472
5,9159931144024310,249.709999999987,953,188.194419975723
4,5400000000000,249.71,953,0.110945142696865
3,42300000000,211.699999999999,953,0.105314110437751
7,3.33E+17,249.709999999987,953,6.84E+03
6,1.18E+18,249.709999999987,953,2.42E+04
5,55786592450753600,249.709999999987,953,1146.1576777835
4,5400000000000,249.71,953,0.110945142696865
3,42300000000,211.699999999999,953,0.105314110437751
7,80059219544751100,244.857572887623,953,3034.59429086529
6,35445093399342900,230.533960514382,953,8191.46594568958
5,1205309095965620,239.548436327989,953,89.2885887153194
4,5400000000000,249.71,953,0.110945142696865
3,42300000000,211.699999999999,953,0.105314110437751
7,3.35E+17,249.709999999987,953,6.89E+03
6,1.18E+18,249.709999999987,953,2.42E+04
5,55799101557817200,249.709999999987,953,1146.41468235168
4,5400000000000,249.71,953,0.110945142696865
3,42300000000,211.699999999999,953,0.105314110437751
3,1690280103365.52,240,983,0.238024953266013
3,1925541867244.98,241,983,0.238024953266013
3,1925541867244.98,241,983,0.238024953266013
3,2193548557502.9,242,983,0.238024953266013
3,2498857779190.97,243,983,0.238024953266013
3,2846661487964.34,244,983,0.238024953266013
3,3242874282218.24,245,983,0.238024953266013
3,3694233984172.32,246,983,0.238024953266013
3,4208416220340.96,247,983,0.238024953266013
3,4794164949894.71,248,983,0.238024953266013
3,5461441160621.88,249,983,0.238024953266013
3,6221592261148.63,250,983,0.238024953266013
4,1523572890642.43,240,983,495.822055923066
4,1735631498525.1,241,983,495.822055923066
4,1977205499765.92,242,983,495.822055923066
4,2252402996619.2,243,983,495.822055923066
4,2565903877861.85,244,983,495.822055923066
4,2923039402943.74,245,983,495.822055923066
4,3329882863064.01,246,983,495.822055923066
4,3793352860916.22,247,983,495.822055923066
4,4321330965432.4,248,983,495.822055923066
4,4922795742311.86,249,983,495.822055923066
4,5607975439599.05,250,983,495.822055923066
6,27230294564607500,240,983,5188.2058197742
6,31020345170700000,241,983,5188.2058197742
6,35337914256721800,242,983,5188.2058197742
6,40256424522152900,243,983,5188.2058197742
6,45859518010447800,244,983,5188.2058197742
6,52242478489198000,245,983,5188.2058197742
6,59513851804384600,246,983,5188.2058197742
6,67797291763763300,247,983,5188.2058197742
6,77233662939661700,248,983,5188.2058197742
6,87983436150550000,249,983,5188.2058197742
6,100229417357889000,250,983,5188.2058197742
5,2602321708779470,240,983,495.822055923066
5,2964526052408820,241,983,495.822055923066
5,3377143834969020,242,983,495.822055923066
5,3847191854766140,243,983,495.822055923066
5,4382663543708590,244,983,495.822055923066
5,4992664900128820,245,983,495.822055923066
5,5687569341425030,246,983,495.822055923066
5,6479194109879810,247,983,495.822055923066
5,7381001231535350,248,983,495.822055923066
5,8408326445545710,249,983,495.822055923066
5,9578639997077570,250,983,495.822055923066
7,4.65E+16,240,983,8.87E+03
7,5.30E+16,241,983,8.87E+03
7,6.04E+16,242,983,8.87E+03
7,6.88E+16,243,983,8.87E+03
7,7.84E+16,244,983,8.87E+03
7,8.93E+16,245,983,8.87E+03
7,1.02E+17,246,983,8.87E+03
7,1.16E+17,247,983,8.87E+03
7,1.32E+17,248,983,8.87E+03
7,1.50E+17,249,983,8.87E+03
7,1.71E+17,250,983,8.87E+03
7,5.31E+16,240,983,1.01E+04
6,19395336324127000,240,983,3695.40610567259
5,2377600629601980,240,983,453.005801840748
4,1523572890642.43,240,983,0.290287338586344
3,1690280103365.52,240,983,0.238024953266013
7,6.05E+16,241,983,1.01E+04
6,22094877675624900,241,983,3695.40610567259
5,2708527152849410,241,983,453.005801840748
4,1735631498525.1,241,983,0.290287338586344
3,1925541867244.98,241,983,0.238024953266013
7,6.90E+16,242,983,1.01E+04
6,25170154894068500,242,983,3695.40610567259
5,3085513709234950,242,983,453.005801840748
4,1977205499765.92,242,983,0.290287338586344
3,2193548557502.9,242,983,0.238024953266013
7,7.86E+16,243,983,1.01E+04
6,28673464804483400,243,983,3695.40610567259
5,3514971167950530,243,983,453.005801840748
4,2252402996619.2,243,983,0.290287338586344
3,2498857779190.97,243,983,0.238024953266013
7,8.95E+16,244,983,1.01E+04
6,32664383169437700,244,983,3695.40610567259
5,4004202695500870,244,983,453.005801840748
4,2565903877861.85,244,983,0.290287338586344
3,2846661487964.34,244,983,0.238024953266013
7,1.02E+17,245,983,1.01E+04
6,37210777808512900,245,983,3695.40610567259
5,4561527950172410,245,983,453.005801840748
4,2923039402943.74,245,983,0.290287338586344
3,3242874282218.24,245,983,0.238024953266013
7,1.16E+17,246,983,1.01E+04
6,42389962728885700,246,983,3695.40610567259
5,5196424562518620,246,983,453.005801840748
4,3329882863064.01,246,983,0.290287338586344
3,3694233984172.32,246,983,0.238024953266013
7,1.32E+17,247,983,1.01E+04
6,48290012893663700,247,983,3695.40610567259
5,5919689307817680,247,983,453.005801840748
4,3793352860916.22,247,983,0.290287338586344
3,4208416220340.96,247,983,0.238024953266013
7,1.51E+17,248,983,1.01E+04
6,55011261986346300,248,983,3695.40610567259
5,6743621711330310,248,983,453.005801840748
4,4321330965432.4,248,983,0.290287338586344
3,4794164949894.71,248,983,0.238024953266013
7,1.72E+17,249,983,1.01E+04
6,62668008641751900,249,983,3695.40610567259
5,7682233208669970,249,983,453.005801840748
4,4922795742311.86,249,983,0.290287338586344
3,5461441160621.88,249,983,0.238024953266013
7,1.96E+17,250,983,1.01E+04
6,71390460158820500,250,983,3695.40610567259
5,8751485418174440,250,983,453.005801840748
4,5607975439599.05,250,983,0.290287338586344
3,6221592261148.63,250,983,0.238024953266013
7,6.00E+16,240,983,1.14E+04
6,7.27E+16,240,983,1.38E+04
5,9538994400434200,240,983,1817.47083733171
4,1523572890642.43,240,983,0.290287338586344
3,1690280103365.52,240,983,0.238024953266013
7,6.83E+16,241,983,1.14E+04
6,8.28E+16,241,983,1.38E+04
5,10866680056683700,241,983,1817.47083733171
4,1735631498525.1,241,983,0.290287338586344
3,1925541867244.98,241,983,0.238024953266013
7,7.78E+16,242,983,1.14E+04
6,9.43E+16,242,983,1.38E+04
5,12379159741298700,242,983,1817.47083733171
4,1977205499765.92,242,983,0.290287338586344
3,2193548557502.9,242,983,0.238024953266013
7,8.86E+16,243,983,1.14E+04
6,1.07E+17,243,983,1.38E+04
5,14102154025077300,243,983,1817.47083733171
4,2252402996619.2,243,983,0.290287338586344
3,2498857779190.97,243,983,0.238024953266013
7,1.01E+17,244,983,1.14E+04
6,1.22E+17,244,983,1.38E+04
5,16064963398407500,244,983,1817.47083733171
4,2565903877861.85,244,983,0.290287338586344
3,2846661487964.34,244,983,0.238024953266013
7,1.15E+17,245,983,1.14E+04
6,1.39E+17,245,983,1.38E+04
5,18300966542645600,245,983,1817.47083733171
4,2923039402943.74,245,983,0.290287338586344
3,3242874282218.24,245,983,0.238024953266013
7,1.31E+17,246,983,1.14E+04
6,1.59E+17,246,983,1.38E+04
5,20848187953433500,246,983,1817.47083733171
4,3329882863064.01,246,983,0.290287338586344
3,3694233984172.32,246,983,0.238024953266013
7,1.49E+17,247,983,1.14E+04
6,1.81E+17,247,983,1.38E+04
5,23749944568712600,247,983,1817.47083733171
4,3793352860916.22,247,983,0.290287338586344
3,4208416220340.96,247,983,0.238024953266013
7,1.70E+17,248,983,1.14E+04
6,2.06E+17,248,983,1.38E+04
5,27055582397702800,248,983,1817.47083733171
4,4321330965432.4,248,983,0.290287338586344
3,4794164949894.71,248,983,0.238024953266013
7,1.94E+17,249,983,1.14E+04
6,2.35E+17,249,983,1.38E+04
5,30821315677646100,249,983,1817.47083733171
4,4922795742311.86,249,983,0.290287338586344
3,5461441160621.88,249,983,0.238024953266013
7,2.21E+17,250,983,1.14E+04
6,2.67E+17,250,983,1.38E+04
5,35111182828641300,250,983,1817.47083733171
4,5607975439599.05,250,983,0.290287338586344
3,6221592261148.63,250,983,0.238024953266013
7,5.25E+16,240,983,1.00E+04
6,21024901727275000,240,983,4005.88826693808
5,2584411624298220,240,983,492.409635821704
4,1523572890642.43,240,983,0.290287338586344
3,1690280103365.52,240,983,0.238024953266013
7,5.98E+16,241,983,1.00E+04
6,23951254262515900,241,983,4005.88826693808
5,2944123151466020,241,983,492.409635821704
4,1735631498525.1,241,983,0.290287338586344
3,1925541867244.98,241,983,0.238024953266013
7,6.81E+16,242,983,1.00E+04
6,27284911396446200,242,983,4005.88826693808
5,3353901154717160,242,983,492.409635821704
4,1977205499765.92,242,983,0.290287338586344
3,2193548557502.9,242,983,0.238024953266013
7,7.76E+16,243,983,1.00E+04
6,31082563850404300,243,983,4005.88826693808
5,3820714140307560,243,983,492.409635821704
4,2252402996619.2,243,983,0.290287338586344
3,2498857779190.97,243,983,0.238024953266013
7,8.84E+16,244,983,1.00E+04
6,35408792848060800,244,983,4005.88826693808
5,4352500526562830,244,983,492.409635821704
4,2565903877861.85,244,983,0.290287338586344
3,2846661487964.34,244,983,0.238024953266013
7,1.01E+17,245,983,1.00E+04
6,40337168355582200,245,983,4005.88826693808
5,4958303641162950,245,983,492.409635821704
4,2923039402943.74,245,983,0.290287338586344
3,3242874282218.24,245,983,0.238024953266013
7,1.15E+17,246,983,1.00E+04
6,45951500180432600,246,983,4005.88826693808
5,5648425508034170,246,983,492.409635821704
4,3329882863064.01,246,983,0.290287338586344
3,3694233984172.32,246,983,0.238024953266013
7,1.31E+17,247,983,1.00E+04
6,52347263204461100,247,983,4005.88826693808
5,6434602039081300,247,983,492.409635821704
4,3793352860916.22,247,983,0.290287338586344
3,4208416220340.96,247,983,0.238024953266013
7,1.49E+17,248,983,1.00E+04
6,59633220988157800,248,983,4005.88826693808
5,7330202609994040,248,983,492.409635821704
4,4321330965432.4,248,983,0.290287338586344
3,4794164949894.71,248,983,0.238024953266013
7,1.70E+17,249,983,1.00E+04
6,67933275356397300,249,983,4005.88826693808
5,8350457414027580,249,983,492.409635821704
4,4922795742311.86,249,983,0.290287338586344
3,5461441160621.88,249,983,0.238024953266013
7,1.93E+17,250,983,1.00E+04
6,77388573418909400,250,983,4005.88826693808
5,9512716460035870,250,983,492.409635821704
4,5607975439599.05,250,983,0.290287338586344
3,6221592261148.63,250,983,0.238024953266013
7,9.40E+16,240,983,1.79E+04
6,3.33E+17,240,983,6.34E+04
5,15739803688783300,240,983,2998.91508358445
4,1523572890642.43,240,983,0.290287338586344
3,1690280103365.52,240,983,0.238024953266013
7,1.07E+17,241,983,1.79E+04
6,3.79E+17,241,983,6.34E+04
5,17930549454273000,241,983,2998.91508358445
4,1735631498525.1,241,983,0.290287338586344
3,1925541867244.98,241,983,0.238024953266013
7,1.22E+17,242,983,1.79E+04
6,4.32E+17,242,983,6.34E+04
5,20426214334632700,242,983,2998.91508358445
4,1977205499765.92,242,983,0.290287338586344
3,2193548557502.9,242,983,0.238024953266013
7,1.39E+17,243,983,1.79E+04
6,4.92E+17,243,983,6.34E+04
5,23269238519900800,243,983,2998.91508358445
4,2252402996619.2,243,983,0.290287338586344
3,2498857779190.97,243,983,0.238024953266013
7,1.58E+17,244,983,1.79E+04
6,5.60E+17,244,983,6.34E+04
5,26507969241172100,244,983,2998.91508358445
4,2565903877861.85,244,983,0.290287338586344
3,2846661487964.34,244,983,0.238024953266013
7,1.80E+17,245,983,1.79E+04
6,6.39E+17,245,983,6.34E+04
